id,Id,Sentence,predicted_relations_id,predicted_relations
1058,1057,"<s>জুহি চাওলা, প্রীতি জিন্টা, <e2>কারিনা কাপুর</e2>, প্রিয়াঙ্কা চোপড়া, বিদ্যা বালান, কঙ্গনা রানাওয়াত ও দীপিকা পাড়ুকোন <e1>শ্রেষ্ঠ অভিনেত্রী বিভাগে ফিল্মফেয়ার পুরস্কার</e1>ও জয় করেছেন, তন্মধ্যে বিদ্যা বালান চারবার ও দীপিকা পাড়ুকোন দুইবার শ্রেষ্ঠ অভিনেত্রীর পুরস্কার জয় করেন</s>",8,winner
1059,1058,"<s><e1>বান কি মুন</e1> (কোরীয়: 반기문; জন্ম: ১৩ জুন, ১৯৪৪) <e2>জাতিসংঘ</e2>ের অষ্টম মহাসচিব</s>",10,employer
1060,1059,<s><e2>আসানসোল রেলওয়ে বিভাগ</e2> হল ভারতের রেলওয়ের <e1>পূর্ব রেল</e1> জোনের  চারটি রেল বিভাগের মধ্যে একটি</s>,17,subsidiary
1061,1060,"<s><e1>చిలుకూరి వీరభద్రరావు</e1> పత్రికా సంపాదకుడిగా జీవితాన్ని ప్రారంభించి, ఆంధ్రుల చరిత్ర రచనకు జీవితాన్ని అంకితం చెసిన ఇతిహాసకుడు. ఈయన పశ్చిమ గోదావరి జిల్లా లోని <e2>రేలంగి</e2> గ్రామంలో 1872 లోఒక పేద కుటుంబంలో జన్మించారు. దేశోపకారి, ఆంధ్ర దేశాభిమాని, విభుదరంజని, ఆంధ్రకేసరి, సత్యవాది లాంటి పలు పత్రికలకు పనిచేశారు. 1909-1912 మధ్యకాలంలో చెన్నయ్ లో వుండి ఐదు సంపుటాల ఆంధ్రుల చరిత్ర రచించారు. ఆంధ్ర మహాసభ ఆయనకు చరిత్రచతురానన అనే బిరుదముతో గౌరవించింది. ఆంధ్రుల చరిత్ర పరిశోధక రచన కావడంతో విమర్శలకు గురిఅయింది. దీనికి విమర్శగా పుస్తకాలు ప్రచురింపబడినవి. దీనివలన న్యాయవివాదాలను ఎదుర్కోవలసివచ్చింది. ఆయన 1939 లో మరణించాడు.</s>",7,place_of_birth
1062,1061,"<s>నరసరాజుకు అదనపు పారితోషకం డబ్ అయిన <e1>కర్ణ</e1> చిత్రాన్ని చూసిన <e2>బి.ఆర్.పంతులు</e2> తల్లి మహా ఆనందం చెందింది. “మంచి తెలుగు చిత్రం చూశా ను నాయనా చాలా కాలానికి మంచి తెలుగు మాటలు విన్నాను బాబు”అని డి.వి.నరసరాజుతో అంటుంటే పంతులు ఆనందానికి అవధులు లేకపోయాయి. ఆ తరువాత నరసరాజుకు నిర్ణయించిన పారితోషకం కంటే రెండువేలు అధికంగా కలిపి చెక్కు రాసి పంపారు. అది తీసుకోడానికి నరసరాజు సంశయిస్తే, కబురుచేసి “మా అమ్మ చెప్పింది కదా స్ట్రయిట్ చిత్రంలా వుందని అందుకే ఆనందంతో యిచ్చాను” అని చేతిలో పెట్టారు. ఎన్.టి. రామారావు, దేవిక హీరో హీరోయిన్లుగా గాలిమేడలు చిత్రాన్ని, ఎన్.టి.రామారావు, షావుకారు జానకి కాంబినే షన్లో పెంపుడు కూతురు చిత్రాలను స్వీయదర్శకత్వంతో పద్మశ్రీ పిక్చర్స్ పతాకాన నిర్మించి విడుదల చేశారు. గాలిమేడలుని గాలి గోపుర పేరుతో కన్నడంలోనూ పునర్నిర్మించి విజయం సాధించారు.</s>",15,director
1063,1062,"<s>హైదరాబాద్: కొన్నేళ్లుగా ఇషాంత్ శర్మ భారత <e1>ఫాస్ట్ బౌలింగ్</e1> విషయంలో ఒక పిల్లర్ గా ముందుకు వచ్చాడు. 31 ఏళ్ల ఇషాంత్ 2007లో 2007లో అంతర్జాతీయ టెస్టు <e2>క్రికెట్</e2> లోకి ప్రవేశించాడు. రాహుల్ ద్రావిడ్ సారథ్యంలో అతను అంతర్జాతీయ టెస్టు క్రికెట్ ఆడుతూ వస్తున్నాడు. ఆ తర్వాత అనిల్ కుంబ్లే, ఎంఎస్ ధోనీ, విరాట్ కోహ్లీల నాయకత్వాల్లోని జట్లలో ఉంటూ వచ్చాడు.</s>",2,sport
1064,1063,"<s>శంభరాసురుని వధ తర్వాత <e1>ప్రద్యుమ్నుడు</e1> తన తండ్రిని వెతుక్కుంటూ ద్వారకకు చేరుకున్నాడు. రాజ్యంలోకి అడుగుపెట్టగానే కృష్ణుని పోలిన ఆ యువకుడిని చూసి జనమంతా గుమికూడారు. ఆపై అతను చెప్పిన వివరాలు తెలుసుకున్న <e2>రుక్మిణీ</e2>దేవి... తన పొత్తిళ్లలోంచి కనపడకుండా పోయిన బిడ్డ అతనే అని తెలుసుకుంది. మొత్తానికి ప్రద్యుమ్నుని రాకతో కథ కొంతవరకూ సుఖాంతమయ్యింది. అసలే గొప్ప వీరుడైన ప్రద్యుమ్నుడు, శ్రీకృష్ణుని తర్ఫీదులో మరింత రాటుదేలాడు. తండ్రికి తగ్గ తనయుడన్న పేరు తెచ్చుకొన్నాడు.</s>",5,mother
1065,1064,<s>వివిధ రంగాల్లో విశేష సేవలందించిన పలువురు ప్రముఖులకు గణతంత్ర దినోత్సవం పురస్కరించుకొని కేంద్ర ప్రభుత్వం పద్మ అవార్డులను ప్రకటించింది. వీరిలో సినీ రంగం నుండి ప్రముఖ సంగీత దర్శకుడు <e1>ఇళయరాజా</e1>కు పద్మవిభూషణ్‌ దక్కింది. ఇళయరాజాకు 2010లో <e2>పద్మభూషణ్ పురస్కారం</e2> అందించిన విషయం తెలిసిందే.</s>,20,award_received
1066,1065,<s><e1>సుభద్ర</e1>తో <e2>అర్జునుడు</e2> ఇంద్ర ప్రస్థం చేరాడు. చేరాడేగాని ద్రౌపది ఏమంటుందోనని భయపడ్డాడు. ఇంట్లోకి అడుగుపెడుతూ ద్రౌపది పాదాలకు నమస్కరించమన్నాడు. భర్త మాట ప్రకారమే సుభద్ర ద్రౌపది పాదాలకు నమస్కరించింది. తదనంతరమూ ఆ భక్తినీ గౌరవాభిమానాల్ని సుభద్ర కొనసాగించింది.</s>,11,spouse
1067,1066,<s>উত্তর-পূর্ব দিকে প্রায় ২৫ কিমি প্রবাহিত হওয়ার পর ধলাই নদীর সঙ্গে মিলিত হয়ে ধলাই নামেই প্রথমে পশ্চিমে এবং পরে উত্তরে প্রবাহিত হওয়ার পর মনুমুখ-এর কাছে <e2>মনু নদী</e2> হিসেবে <e1>কুশিয়ারা নদী</e1>তে পড়েছে   [মোঃ মাহবুব মোর্শেদ]</s>,16,tributary
1068,1067,"<s><e2>దశరథుడు</e2> రామాయణం లోని ఒక పాత్ర పేరు. శ్రీరాముని తండ్రి. ఈయన అయోధ్య సామ్రాజ్యాన్ని పరిపాలించేవాడు. ఇతడు చాల మంచి రాజు రఘు వంశమునకు చెందిన వాడు. ఈయనకు ముగ్గురు భార్యలు. కౌసల్య, సుమిత్ర, కైకేయి. దశరథునికి చాలాకాలం సంతానం కలుగలేదు. ఆయన ఋష్యశృంగుడును ౠత్విక్కుగా వరించి పుత్రకామేష్టి నిర్వహించి నలుగురు కుమారులను పొందాడు. అందులో పెద్దవాడైన రామచంద్రుడు విష్ణుమూర్తి అవతారమని పురాణాలు వివరిస్తునాయి. వీరికి పుట్టిన నలుగురు పుత్రులు, రాముడు, <e1>లక్ష్మణుడు</e1>, భరతుడు, శతృఘ్నుడు. కౌసల్య కుమారుడు రాముడు, సుమిత్ర కుమారులు లక్ష్మణ శతృజ్ఞులు, కైకేయి కుమారుడు భరతుడు.</s>",6,father
1069,1068,"<s>అతను కూడా <e2>క్రికెట్</e2> యొక్క చాలా ధృడమైన పరిశీలకుడు. ఈ అతని అద్భుతమైన క్రికెట్ నైపుణ్యం మరియు అతని జీవితాంతం అతని పదునైన మనస్సును ప్రదర్శిస్తూ, సర్ <e1>డోనాల్డ్ బ్రాడ్మాన్</e1> లేదా అతని గురించి చెప్పిన అత్యంత చిరస్మరణీయ ఉల్లేఖనాలు.</s>",2,sport
1070,1069,"<s><e1>అనగనగా ఒక రోజు</e1> <e2>రామ్ గోపాల్ వర్మ</e2> దర్శకత్వంలో జె. డి. చక్రవర్తి, ఊర్మిళ ప్రధాన పాత్రధారులుగా నటించగా 1996 లో విడుదలైన ఒక ఉత్కంఠభరితమైన తెలుగు సినిమా.[1] ఈ సినిమాలో నటనకు గాను బ్రహ్మానందంకు ఉత్తమ హాస్యనటుడిగా నంది పురస్కారం లభించింది.</s>",15,director
1071,1070,<s><e1>జనకుడు</e1> అంటే అర్థం తండ్రి. <e2>సీత</e2>ాదేవి జనకుడు “జనకుడే”!</s>,13,child
1072,1071,"<s>‘<e1>ఊహలు గుసగుసలాడే</e1>’ సినిమాతో దర్శకుడిగా మారిన నటుడు <e2>అవసరాల శ్రీనివాస్</e2>, తన మొదటి సినిమాతోనే దర్శకుడిగా సూపర్ క్రేజ్ తెచ్చుకున్న విషయం తెలిసిందే. ఇక ఆ సినిమా తర్వాత మళ్ళీ చాలా కాలానికి ఆయన ‘జ్యో అచ్యుతానంద’ అనే మరో రొమాంటిక్ కామెడీతో మెప్పించేందుకు సిద్ధమయ్యారు. నారా రోహిత్, నాగ శౌర్య హీరోలుగా నటించిన ఈ సినిమా ఈ శుక్రవారం (సెప్టెంబర్ 9న) విడుదలవుతోంది. ఈ సందర్భంగా దర్శకుడు అవసరాల శ్రీనివాస్‌తో జరిపిన ఇంటర్వ్యూ విశేషాలు..</s>",15,director
1073,1072,"<s>అప్పటి దర్శకనిర్మాత అయిన <e2>సి.పుల్లయ్య</e2> గారు తెలుగులో '<e1>దేవాంతకుడు</e1>' పేరుతో ఎన్టీఆర్ , కృష్ణకుమారి తో సినిమా తీశారు. ఆ సినిమాకు రచయిత నరసరాజు గారు, ఒకానొక సందర్భంలో దానికి సీక్వెల్‌ తీద్దామని 'యమగోల' అనే టైటిల్‌ రిజిస్టర్‌ చేయించి, పుల్లయ్యగారు మరో రచయితను కూర్చోబెట్టి కొంత కథ రాయించారట. అది సగంలో ఉండగానే పుల్లయ్య గారు హఠాత్తుగా మరణించారు. అనంతరం ఆయన కుమారుడు, దర్శకుడైన సిఎస్‌ రావు, అదే కథపై మరికొంత వర్క్‌ చేసి పూర్తి స్క్రిప్టు తయారుచేశారట. నిజానికి దేవాంతకుడు సినిమాలో ఓ సామాన్యుడు డబ్బున్న అమ్మాయిని ప్రేమించడం హీరోయిన్ తండ్రికి నచ్చదు.</s>",15,director
1074,1073,"<s><e1>দি অ্যাপার্টমেন্ট</e1> (ইংরেজি: The Apartment) হল <e2>বিলি ওয়াইল্ডার</e2> প্রযোজিত ও পরিচালিত ১৯৬০ সালের মার্কিন প্রণয়ধর্মী হাস্যরসাত্মক নাট্য চলচ্চিত্র, বিলি ওয়াইল্ডার ও আই.এ.এল ডায়মন্ড যৌথভাবে এর চিত্রনাট্য রচনা করেন</s>",15,director
1075,1074,"<s>మూడవ సింహవర్మను కుమారుడు, భారతదేశంలోని పల్లవ రాజులలో ఒకరైన అవనిసింహ అని కూడా పిలువబడే <e2>సింహవిష్ణు</e2> పల్లవ రాజవంశం పునరుజ్జీవనానికి కారణమయ్యాడు. తన సామ్రాజ్యాన్ని దక్షిణాన కాంచీపురం (కాంచీ) దాటి విస్తరించిని మొదటి పల్లవ చక్రవర్తిగా ఆయన ప్రత్యేకత సంతరించుకున్నాడు. ఆయన కుమారుడు <e1>మొదటి మహేంద్రవర్మను</e1> వ్రాసిన నాటకం మాట్టవిలాస ప్రహాసనా (తాగుబోతు విలాసం) లో ఆయన గొప్ప విజేతగా చిత్రీకరించబడ్డాడు.</s>",6,father
1076,1075,"<s>కీచకుని మాటలు విన్న <e1>సుధేష్ణ</e1> ” నేను అనుకున్నంత అయింది. ఈ సైరంధ్రిని చూసి <e2>కీచకుడు</e2> మోహావేశంలో పడ్డాడు. వీడికి ఏమి కీడు మూడుతుందో? వద్దన్నా వినే వాడు కాదు. నేనేమి చేసేది? నా శక్తి వంచన లేకుండా చెప్పి చూస్తాను ” అనుకున్నది. సుధేష్ణ ” తమ్ముడా కీచకా! నీ అంతఃపురంలో అతి సుందరులైన కాంతలు ఉన్నారు. ఈ నీరసాకార అయిన సైరంధ్రి ఎందుకు ” అని అనునయంగా చెప్పింది సుధేష్ణ. కీచకుడు ” అక్కా! ఈ సైరంధ్రిని పోలిన అందగత్తె ఈ భూమి మీదే కాదు దేవతలలో కూడా లేదు ఇది నిజం. ఆమె నేత్రాలు, పద్మాలవంటి కళ్ళు, ఆ కోకిల కంఠం, ఆ మేని సొంపు నన్ను ఆకర్షిస్తున్నాయి. ఏ ఉపాయం అయిన సరే ఆమె నాకు కావాలి ” అన్నాడు.</s>",3,sibling
1077,1076,"<s>1991 <e2>తెలుగు</e2> సినిమాలు. <e1>అల్లుడు దిద్దిన కాపురం</e1>,</s>",18,original_language_of_film_or_TV_show
1078,1077,<s><e2>బసవరాజు రాజ్యలక్ష్మి</e2> తెలుగు కవయిత్రి. జననం 1904లో. ఆమె ప్రముఖ కవి <e1>బసవరాజు అప్పారావు</e1> భార్య. అప్పారావుగారు చనిపోయిన తరవాత ఆమె గుంటూరు శారదానికేతనములో శేషజీవితము గడిపేరు.</s>,11,spouse
1079,1078,"<s>కాకతీయుల కులము గురించి చరిత్రకారుల్లో భిన్నాభిప్రాయమున్నవి. కొన్ని శాసనాల్లో సూర్యవంశ క్షత్రియులని, మరి కొన్ని పుస్తకాల్లో తెలుగు నాయక వంశాల మాదిరి ""దుర్జయ వంశము""వారని చెప్పబడ్డారు. హైహయ వంశం దుర్జయులే కాకతీయ రాజుల శాసనాలలో వీరు అని, కొమ్మజనులు అని వర్ణించబడింది. గుంటూరు తాలూకా మల్కాపురంలో కూలిపోయిన ఒక గుడియొద్ద ఉన్న నంది విగ్రహం మీద చెక్కిన శిలాశాసనం 395 (A. R. No. 94 of 1917.) కాకతీయులు సూర్యవంశపు క్షత్రియులని తెలుపుచున్నది [6]. కర్నూలు జిల్లా త్రిపురాంతకంలో ఉన్న త్రిపురాంతకేశ్వర ఆలయంలో చెక్కబడిన శిలాశాసనం 371 (A. R. No. 196 of 1905.) ప్రకారం గణపతిదేవుడు సూర్యవంశ క్షత్రియుడని తెలుపుచున్నది [6]. <e2>రుద్రమ దేవి</e2> భర్త <e1>వీరభద్రుడు</e1> కాస్యప గోత్రీకుడు కావున తర్వాత కాలంలో కాకతీయులు కాస్యపగోత్రపు క్షత్రియులుగా చెప్పుకున్నారని చరిత్రకారుల భావన [7][8]. చిలుకూరి వీరభద్రరావు తన ఆంధ్ర చరిత్రలో వడ్డమాని శాసనం, బూదవూరు శాసనం, త్రిపురాంతక శాసనం ఆధారంగా చేసుకొని కాకతీయులు అని తేల్చారు.</s>",11,spouse
1080,1079,<s>বিয়ের কিছুদিন পরে <e1>নরেন্দ্র মোদী</e1> <e2>যশোদাবেন</e2>কে ছেড়ে তিন বছরের জন্য সন্যাসব্রত পালনের উদ্দেশ্যে জন্য গৃহত্যাগ করেন</s>,11,spouse
1081,1080,"<s><e2>संयुक्त राष्ट्र</e2> मानवाधिकार प्रमुख <e1>मिशेल बाचेलेत</e1> के प्रवक्ता जेरेमी लॉरेंस ने कहा कि भारत में नागरिकता प्रदान करने के व्यापक कानून अभी भी हैं, लेकिन ये संशोधन नागरिकता हासिल करने के लिए लोगों पर भेदभावपूर्ण असर डालेगा.</s>",10,employer
1082,1081,"<s>దర్శకధీరుడు <e2>రాజమౌళి</e2>.. రాఘవేంద్ర రావు శిష్యుడిగా ‘స్టూడెంట్ నెం.1' చిత్రం ద్వారా సినీరంగ ప్రవేశం చేశాడు. ఆ తర్వాత ఎన్టీఆర్‌తోనే ‘సింహాద్రి' అనే సినిమాను చేశాడు. ఇక, వీళ్ల కాంబినేషన్‌లో ‘<e1>యమదొంగ</e1>'తో హ్యాట్రిక్ హిట్స్ నమోదయ్యాయి. ఈ మూడు చిత్రాలూ తారక్‌ను స్టార్ హీరోగా మార్చాయి. కలెక్షన్ల పరంగానూ ఈ సినిమాలన్నీ భారీ విజయాలను సొంతం చేసుకున్నాయి.</s>",15,director
1083,1082,"<s>ఆధునిక తెలుగు సాహితీయుగంలో నాటక <e2>రచయిత</e2>గా, పండితుడిగా, అవధానిగా, వాగ్గేయకారుడిగా, తొలి తెలుగు సినీగీత రచయితగా విశేషఖ్యాతిని పొందిన కవి.. చందాల <e1>కేశవదాసు</e1>. 1876 జూన్‌ 20న ఖమ్మం జిల్లా జక్కేపల్లిలో జన్మించిన కేశవదాసు మొదట నాటకాలతో, హరికథలతో పేరు సంపాదించుకున్నాడు. అప్పట్లో మూకీ చిత్రాలతో ప్రయాణిస్తున్న తెలుగు సినిమా 1931లో 'భక్త</s>",1,occupation
1084,1083,"<s><e2>లింక్డ్ఇన్</e2> లెర్నింగ్ యొక్క సృష్టితో, <e1>మైక్రోసాఫ్ట్</e1> సంస్థ ఇప్పటికే ఉన్న విద్యా రంగంలోకి ప్రవేశిస్తోంది అనేక రకాల విశ్వవిద్యాలయాలు మరియు అన్ని రకాల విద్యా కేంద్రాలతో కొనసాగుతున్న ఒప్పందాలు. ఈ వ్యూహంతో, మైక్రోసాఫ్ట్ తన సేవలను ఈ రంగంలోని మిగిలిన ప్రత్యర్థుల నుండి మరింత వృత్తిపరమైన విధానాన్ని ఇవ్వడం ద్వారా నిర్వహిస్తుంది, ప్రాథమిక వినియోగదారుల కోసం పోరాడే ట్విట్టర్, ఫేస్బుక్ లేదా గూగుల్ వంటి ఇతర సామాజిక నెట్‌వర్క్‌ల ద్వారా ఇవ్వబడిన విధానానికి దూరంగా. .</s>",17,subsidiary
1085,1084,"<s>18 అక్టోబర్ 2015 న హో చి మిన్ సిటీ, వియత్నాంలో జరిగిన 2015 వియత్నాం ఓపెన్ <e2>టెన్నిస్</e2> సింగిల్స్ చాంపియన్‌ ట్రోఫీ ఫైనల్ లో భారత టెన్నిస్ ఆటగాడు <e1>సాకేత్ మైనేని</e1> విజయం సాధించాడు. ఫైనల్లో నాలుగో సీడ్ సాకేత్ 7-5, 6-3తో ఎనిమిదో సీడ్ జోర్డాన్ థాంప్సన్ (ఆస్ట్రేలియా)పై విజయం సాధించాడు.</s>",2,sport
1086,1085,<s>డా|| రాధాకృష్ణన్‌ తరువాత <e2>ఉప రాష్ట్రపతి</e2> డా|| జాకీర్‌హుస్సేన్‌ రాష్ట్రపతి అయ్యారు. ఆయన రెండేళ్లు మాత్రమే పదవిలో ఉండి గుండె జబ్బుతో మరణించారు. డా|| జాకీర్‌ హుస్సేన్‌ మరణంతో ఉప రాష్ట్రపతి <e1>వి.వి. గిరి</e1> తాత్కాలిక రాష్ట్రపతిగా బాధ్యతలు చేపట్టారు. ఆయనను రాష్ట్రపతి చేయడం కాంగ్రెస్‌లోని పాతకాపులకి యిష్టంలేదు. రాజీ ప్రయత్నాలు విఫలంకాగా ఇందిరాగాంధీ గిరి చేత ఉప రాష్ట్రపతి పదవికి రాజీనామా ఇప్పించారు. ఇండిపెండెంట్‌ అభ్యర్థిగా రాష్ట్రపతి పదవికి పోటీ చేయించారు. పార్టీల సరిహద్దులని చెరిపివేస్తూ రాష్ట్రపతి పదవికి పూర్తిస్థాయిలో సైద్ధాంతిక ప్రాతిపదిక మీద జరిగిన పోటీ అది ఒక్కటే. కాంగ్రెస్‌ అధికారిక అభ్యర్థి సంజీవరెడ్డికి స్వల్ప ఓట్లతో ఓటమి లభించింది. మొదటి ప్రాధాన్యత ఓట్ల ద్వారా కాక రెండో ప్రాధాన్యత ఓట్ల ద్వారా మాత్రమే వి.వి.గిరి రాష్ట్రపతి పీఠమెక్కారు. ఇందిరాగాంధీ చలవతో రాష్ట్రపతి అయిన గిరి స్వతంత్ర వ్యక్తిత్వాన్ని నిరూపించుకోవడంగాని జాతి గర్వించదగ్గ నిర్ణయాలు గానీ ఏనాడూ తీసుకున్న దృష్టాంతాలు లేవు.</s>,23,position_held
1087,1086,"<s>అజంతా 16 గుహ వద్ద హరిషేనా యొక్క మంత్రి అయిన వరాహదేవ, <e1>హరిసేన</e1> యొక్క వంశవృక్షాన్ని దాని పోషకుడు, రికార్డులు; అలాగే వరాహదేవ, అతని తండ్రి హస్తిభోజ వివరణ పొందుపరచ బడ్డాయి. వరాహదేవ తన రాజును సేవించినందున, హస్తిభోజ, <e2>దేవసేన</e2>కు పనిచేశాడు. దేవసేన ఆనందం కోసం హస్తిభోజకు రాజ్యం నిర్వహణ బాధ్యత అప్పగించగా ఆ ముసుగులో రాజుగా ఉండటంతో దేవసేనకు సేవచేసి తనను తాను నిలబెట్టుకున్నాడు. [1]</s>",6,father
1088,1087,"<s><e1>इशिता दत्ता</e1> एक भारतीय फ़िल्म तथा टेलीविज़न अभिनेत्री हैं, जो मुख्य रूप से एक घर बनाऊंगा धारावाहिक में अभिनय के कारण जानी जाती हैं  अभिनेत्री <e2>तनुश्री दत्ता</e2> इनकी बहन हैं</s>",3,sibling
1089,1088,"<s><e2>సిల్చార్</e2>, అసోం రాష్ట్రంలోని <e1>కచార్ జిల్లా</e1> ముఖ్య పట్టణం, జిల్లా ప్రధాన కార్యాలయం. గువహాటికి ఆగ్నేయంగా 343 కి.మీ.ల (213 మైళ్ళు) దూరంలో ఈ పట్టణం ఉంది. 1832లో కెప్టెన్ థామస్ ఫిషర్ ఈ పట్టణాన్ని స్థాపించి, కచార్ జిల్లా ప్రధాన కార్యాలయాలను సిల్చార్‌లోని జనిగంజ్‌కు మార్చాడు.[1] అప్పటి భారత ప్రధాని ఇందిరా గాంధీ ఈ పట్టణానికి ""శాంతి ద్వీపం"" అనే పేరును కూడా పెట్టారు.[2] ప్రపంచంలోని మొట్టమొదటి పోలో క్లబ్, మొదటి పోలో మ్యాచ్ జరిగిన ప్రదేశమిది.[3][4] 1985లో కోల్‌కతా నుండి సిల్చార్‌కు నడిచిన ఎయిర్ ఇండియా విమానం ప్రపంచంలోనే మొట్టమొదటి మహిళా సిబ్బంది విమానంగా గుర్తింపు పొందింది.[5]</s>",14,capital
1090,1089,"<s>दृणनिश्चयी, महान देशभक्त, धर्मात्मा, राष्ट्र निर्माता तथा कुशल प्रशासक <e1>शिवाजी</e1> का व्यक्तित्व बहुमुखी था, माँ <e2>जीजाबाई</e2> के प्रति उनकी श्रद्धा ओर आज्ञाकारिता उन्हे एक आदर्श सुपुत्र सिद्ध करती है</s>",5,mother
1091,1090,"<s>সূত্র থেকে শোনা যায়, বিয়ের আগে প্রযোজক বনি কাপুরের সন্তান <e2>জাহ্নবী কাপুর</e2>ের জন্ম দেন <e1>শ্রীদেবী</e1></s>",6,father
1092,1091,"<s><e2>थिम्फू</e2> (/tɪmˈpuː/;[1] तिब्बती लिपि: ཐིམ་ཕུ[2][3] [tʰimpʰu]), पहले थिम्बु के नाम से जाना जाता था यह <e1>भूटान</e1> का सबसे बड़ा शहर तथा भूटान देश की राजधानी भी है</s>",14,capital
1093,1092,"<s>తాజ్ - బీబి - బిల్గిస్ - మకాని (ఉర్దు:تاج بیبی بلقیس مکانی بیگم صاحبہ) "" రాజకుమారి శ్రీ మనవతి లాల్ సాహిబా "", "" రాజకుమారి <e1>మన్మాతి</e1>"", "" జగత్ గొసైన్"" (1573- మే 13 - 1619 ఏప్రిల్ 18) గా కూడా గురించబడింది. రాజకుమారి మన్మాతి మొఘల్ చక్రవర్తినిగా గౌరవించబడింది.ఆమె మొఘల్ చక్రవర్తి <e2>షాజహాన్</e2> తల్లి. .[1]</s>",13,child
1094,1093,"<s><e1>উইলিয়াম মর্টন কাহান</e1> (ইংরেজি ভাষায়: William Morton Kahan) (জন্ম: ৫ই জুন, ১৯৩৩, টরন্টো, ওন্টারিও, কানাডা) একজন <e2>গণিতবিদ</e2> এবং কম্পিউটার বিজ্ঞানী, তাকে ফ্লোটিং পয়েন্ট এর জনক বলা হয়</s>",1,occupation
1095,1094,"<s>1942, డిసెంబర్ 8న మహారాష్ట్రలోని అమ్రావతిలో జన్మించారు. <e1>హేమంత్ కనిత్కర్</e1>‌కు ఇద్దరు కుమారులు. మహారాష్ట్ర <e2>క్రికెట్</e2> అసోసియేషన్ వెల్లడించిన సమాచారం మేరకు కనిత్కర్ కుమారుడు హృషికేష్ కూడా టీమిండియా మాజీ ఆటగాడని తెలుస్తోంది. బంతిని అతి బలంగా కొట్టగలిగే వికెట్ కీపర్లలో హేమంత్ కనిత్కర్ ఒకరు. మహారాష్ట్ర తరుపున రంజీల్లో ఆడిన హేమంత్ కనిత్కర్ 5,007 పరుగులు సాధించారు. ఇందులో 13 సెంచరీలను నమోదు చేశారు. 1970-71లో రాజస్ధాన్‌తో జరిగిన రంజీ మ్యాచ్‌లో అత్యధికంగా 250 పరుగులు చేశారు. సుమారు పదేళ్ల పాటు రంజీ క్రికెట్‌కు సేవలందించారు. బీసీసీఐ ఆల్ ఇండియా జూనియర్ సెలక్షన్ కమిటీలో సభ్యుడిగా కూడా సేవలు అందించారు.</s>",2,sport
1096,1095,"<s><e1>रॉकस्टार इंडिया</e1> के निर्माण से पहले, <e2>रॉकस्टार गेम्स</e2> ने रेड डेड मोचन (2010), एलए नोइरे (2011), और मैक्स एक्ने 3 (2012) सहित विभिन्न खेलों पर टेक्नीकलर एसए के बैंगलोर- आधारित स्टूडियो, टेक्नीकलर इंडिया के साथ सहयोग किया था</s>",4,parent_organization
1097,1096,"<s>1979 <e2>తెలుగు</e2> సినిమాలు. <e1>సొమ్మొకడిది సోకొకడిది</e1>,</s>",18,original_language_of_film_or_TV_show
1098,1097,<s><e1>খার্তুম</e1> (আরবি: الخرطوم‎‎; /k[অসমর্থিত ইনপুট: 'ar']ˈtuːm/ kar-TOOM-') হচ্ছে <e2>সুদান</e2>ের রাজধানী এবং দেশের দ্বিতীয় বৃহত্তম শহর সেইসাথে এটি খার্তুম প্রদেশের রাজধানী</s>,22,capital_of
1099,1098,"<s><e1>রূপনারায়ণ নদ</e1>ী হল <e2>দ্বারকেশ্বর নদ</e2> ও শিলাই নদীর মিলিত প্রবাহ,  দ্বারকেশ্বর নদ পুরুলিয়ার ছোটনাগপুর মালভূমি থেকে উৎপন্ন হয়ে বাঁকুড়া জেলার মধ্য দিয়ে প্রবাহিত হয়ে পশ্চিম মেদিনীপুর জেলার ঘাটাল শহরের কাছে শিলাই নদীর সঙ্গে মিলিত হয়ে রূপনারায়ণ নদীর জন্ম হয়; এরপর কিছুপথ প্রবাহিত হয়ে তা পুরনো দামোদর নদ বা মুণ্ডেশ্বরী নদীর সঙ্গে মিলিত হয়</s>",16,tributary
1100,1099,"<s><e1>అంతం</e1> 1992 లో <e2>రామ్ గోపాల్ వర్మ</e2> దర్శకత్వంలో విడుదలైన సినిమా. ఇందులో నాగార్జున, ఊర్మిళ ప్రధాన పాత్రలు పోషించారు. శివ సినిమా తర్వాత రామ్ గోపాల్ వర్మ దర్శకత్వంలో నాగార్జున నటించిన రెండో సినిమా ఇది.[1] ఇందులో పాటలు జనాన్ని ఆకట్టుకున్నప్పటికీ సినిమా మాత్రం అంతగా ప్రజాదరణ పొందలేదు. ఇదే సినిమాను హిందీలో నాగార్జునతోనే ద్రోహి గా రూపొందించారు.[1]</s>",15,director
1101,1100,"<s><e2>एरीजोना</e2> (Arizona) संयुक्त राज्य अमेरिका के दक्षिणपश्चिमी हिस्से में स्थित राज्य है, इसका सबसे बड़ा शहर और राजधानी <e1>फ़िनक्स</e1> है</s>",22,capital_of
1102,1101,<s><e1>मिरांडा हाउस</e1> <e2>दिल्ली विश्वविद्यालय</e2> का एक प्रतिष्ठित महिला महाविद्यालय है</s>,4,parent_organization
